event_id,record_id,source_type,scenario_event_id,event_name,same_event_cluster,information_type,military_signal_type,relevance_label,source_reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,claimed_location,ground_truth_location,analyst_question,country,region,municipality,locality,place_name,location_precision,location_confidence
REC-098968,REC-098968,פייסבוק,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-10,כלכלי/חברתי,,2,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,"לפוסאביץ׳, בית ספר סרבי מקומי","לפוסאביץ׳, בית ספר סרבי מקומי",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,בית ספר סרבי מקומי,facility,בינונית
REC-052772,REC-052772,טיקטוק,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-09,רשתות חברתיות,,1,likely,חלשה,בינונית,false,false,false,true,false,false,true,false,,נכון חלקית,"זבצ׳אן, תחנת דלק 30","זבצ׳אן, תחנת דלק 30",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 30,תחנת דלק 30,facility,בינונית
REC-035802,REC-035802,טלגרם,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-05,חדשות/תקשורת,,4,disputed,בינונית,נמוכה,false,false,false,false,false,false,false,false,,לא ידוע,"צפון מיטרוביצה, כיכר מרכזית 22","צפון מיטרוביצה, כיכר מרכזית 22",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 22,כיכר מרכזית 22,public_square,בינונית
REC-089937,REC-089937,שמועה מקומית,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-02,רשתות חברתיות,,4,unverified,חלשה,נמוכה,false,true,false,true,false,true,false,false,,שגוי,"זבצ׳אן, תחנת דלק 30","זבצ׳אן, תחנת דלק 30",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 30,תחנת דלק 30,facility,בינונית
REC-015555,REC-015555,בלוג פוליטי,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-02,רשתות חברתיות,,3,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,לא ידוע,"זבצ׳אן, מרכז בריאות 53","זבצ׳אן, מרכז בריאות 53",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 53,facility,בינונית
REC-008366,REC-008366,טלגרם,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-07,רשתות חברתיות,,1,unverified,חלשה,נמוכה,false,true,false,true,false,true,false,false,,נכון,"זובין פוטוק, בית ספר 64","זובין פוטוק, בית ספר 64",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 64,facility,בינונית
REC-089291,REC-089291,חדשות מקומיות,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-02,דיווח רחפן/מסוק,דיווח רחפן/מסוק,4,false,בינונית,נמוכה,false,false,false,true,true,false,false,false,הגזמת מספרים,שגוי,"לפוסאביץ׳, כפר סמוך 8","לפוסאביץ׳, כפר סמוך 8",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 8,כפר סמוך 8,village,בינונית
REC-022512,REC-022512,פייסבוק,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-08,רשתות חברתיות,,2,false,חלשה,נמוכה,false,true,false,true,false,false,false,true,מיקום שגוי,שגוי,"זבצ׳אן, מרכז בריאות 53","צפון מיטרוביצה, נקודת בידוק כללית 3",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 3,checkpoint_area,נמוכה
REC-091206,REC-091206,ערוץ חדשות בינלאומי,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-09,חדשות/תקשורת,,3,likely,חלשה,בינונית,false,false,false,false,false,true,false,false,,נכון,"צפון מיטרוביצה, תחנת משטרה אזורית","צפון מיטרוביצה, תחנת משטרה אזורית",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת משטרה אזורית,facility,גבוהה
REC-030661,REC-030661,הודעת דובר,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-07,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,2,unverified,בינונית,נמוכה,false,false,false,false,true,false,false,false,,נכון,"זובין פוטוק, אזור כפרי מערבי","זובין פוטוק, אזור כפרי מערבי",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור כפרי מערבי,rural_area,בינונית
REC-003438,REC-003438,בלוג פוליטי,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-01,רשתות חברתיות,,2,unverified,חזקה,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"לפוסאביץ׳, כיכר מרכזית 108","לפוסאביץ׳, כיכר מרכזית 108",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 108,כיכר מרכזית 108,public_square,נמוכה
REC-017909,REC-017909,חדשות מקומיות,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-10,כלכלי/חברתי,,1,disputed,חלשה,נמוכה,false,false,false,true,false,false,false,false,,שגוי,"צפון מיטרוביצה, צומת מקומי 75","צפון מיטרוביצה, צומת מקומי 75",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 75,junction,גבוהה
REC-054434,REC-054434,קבוצת וואטסאפ,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,EVT-019-CL-12,דיווח פיצוץ,דיווח פיצוץ,0,likely,בינונית,בינונית,false,true,false,true,true,false,false,false,,נכון,"צפון מיטרוביצה, כיכר מרכזית 22","צפון מיטרוביצה, כיכר מרכזית 22",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 22,כיכר מרכזית 22,public_square,גבוהה
REC-026526,REC-026526,הודעת דובר,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-04,מחסום/חסימה,מחסום/חסימה,4,confirmed,חזקה,גבוהה,false,false,false,true,true,false,false,false,,נכון,"צפון מיטרוביצה, כפר סמוך 17","צפון מיטרוביצה, כפר סמוך 17",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 17,כפר סמוך 17,village,גבוהה
REC-062437,REC-062437,הודעת דובר,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-06,רפואי/חירום,,3,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,נכון,"זבצ׳אן, תחנת דלק 10","זבצ׳אן, תחנת דלק 10",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 10,תחנת דלק 10,facility,בינונית
REC-028935,REC-028935,ערוץ חדשות בינלאומי,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-03,כלכלי/חברתי,,2,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, תחנת דלק 93","צפון מיטרוביצה, תחנת דלק 93",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת דלק 93,facility,גבוהה
REC-060595,REC-060595,שמועה מקומית,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-07,כלכלי/חברתי,,1,likely,בינונית,בינונית,false,false,false,true,false,true,false,false,,נכון חלקית,"זובין פוטוק, תחנת דלק 119","זובין פוטוק, תחנת דלק 119",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,תחנת דלק 119,facility,גבוהה
REC-077073,REC-077073,בלוג פוליטי,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-06,תחבורה/לוגיסטיקה אזרחית,,2,unverified,חזקה,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"זבצ׳אן, נקודת בידוק כללית 61","זבצ׳אן, נקודת בידוק כללית 61",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 61,checkpoint_area,בינונית
REC-074052,REC-074052,שמועה מקומית,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-11,כלכלי/חברתי,,1,disputed,חזקה,נמוכה,false,false,false,true,false,false,false,false,,נכון,"זבצ׳אן, נקודת בידוק כללית 107","זבצ׳אן, נקודת בידוק כללית 107",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 107,checkpoint_area,בינונית
REC-091194,REC-091194,טיקטוק,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-09,כלכלי/חברתי,,3,likely,בינונית,בינונית,false,false,false,true,false,true,false,false,,שגוי,"זובין פוטוק, בית ספר 32","זובין פוטוק, בית ספר 32",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 32,facility,גבוהה
REC-066588,REC-066588,בלוג פוליטי,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-11,תחבורה/לוגיסטיקה אזרחית,,1,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,שגוי,"צפון מיטרוביצה, אזור תעשייה קטן 14","צפון מיטרוביצה, אזור תעשייה קטן 14",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,אזור תעשייה קטן 14,neighborhood,גבוהה
REC-068748,REC-068748,בלוג פוליטי,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,EVT-019-CL-01,ציוד/רכבים,ציוד/רכבים,3,unverified,בינונית,נמוכה,false,true,false,true,true,false,false,false,,נכון,"לפוסאביץ׳, ציר גישה 18","לפוסאביץ׳, ציר גישה 18",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 18,ציר גישה 18,road_segment,נמוכה
REC-043646,REC-043646,X,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-09,דיווח ירי,דיווח ירי,5,confirmed,חזקה,גבוהה,false,true,false,false,true,true,false,false,,נכון חלקית,"צפון מיטרוביצה, כיכר מרכזית 22","צפון מיטרוביצה, כיכר מרכזית 22",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 22,כיכר מרכזית 22,public_square,גבוהה
REC-088227,REC-088227,הודעת דובר,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-10,תחבורה/לוגיסטיקה אזרחית,,3,likely,בינונית,בינונית,false,false,false,true,false,true,true,false,,לא ידוע,"זבצ׳אן, צומת מקומי 73","זבצ׳אן, צומת מקומי 73",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 73,junction,גבוהה
REC-088003,REC-088003,טלגרם,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-11,רשתות חברתיות,,3,disputed,חזקה,נמוכה,false,true,false,true,false,true,false,false,,שגוי,"זובין פוטוק, נקודת בידוק כללית 37","זובין פוטוק, נקודת בידוק כללית 37",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,נקודת בידוק כללית 37,checkpoint_area,נמוכה
REC-024218,REC-024218,בלוג פוליטי,EVT-023,הסרת חלק מהחסימות,EVT-023-CL-07,רשתות חברתיות,,3,unverified,חזקה,נמוכה,false,true,false,true,false,true,false,false,,לא ידוע,"זבצ׳אן, מרכז בריאות 104","זבצ׳אן, מרכז בריאות 104",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 104,facility,גבוהה
REC-003334,REC-003334,קבוצת וואטסאפ,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-10,רפואי/חירום,,3,disputed,חלשה,נמוכה,false,false,false,true,false,true,false,false,,לא ידוע,"צפון מיטרוביצה, אזור תעשייה קטן 130","צפון מיטרוביצה, אזור תעשייה קטן 130",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 130,אזור תעשייה קטן 130,neighborhood,גבוהה
REC-004654,REC-004654,פייסבוק,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-03,רשתות חברתיות,,3,false,חלשה,נמוכה,false,true,false,true,false,false,false,true,רעש שנראה צבאי,שגוי,"לפוסאביץ׳, הציר לכיוון סרביה","לפוסאביץ׳, הציר לכיוון סרביה",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,הציר לכיוון סרביה,road_segment,נמוכה
