event_id,timestamp_utc,source_type,source_reliability,entity_or_actor,location_id,event_summary
CUST-0436,2026-05-21T16:12:00Z,רשומת מכס,בינונית,יחידת תיאום מכס חיפה,L-208,דיווח רקע על פעילות יומית באזור משרד סיוע מרחב בחיפה; ללא חריגה.
CUST-0439,2026-05-21T16:18:00Z,רשומת מכס,בינונית,קואופרטיב דלק העמק,L-202,בדיקת שירות שגרתית עבור קואופרטיב דלק העמק; לא נמצא מזהה משותף עם תרחישים אחרים.
CAM-0449,2026-05-21T16:22:00Z,מצלמת דרך,נמוכה,נועה ברק,L-204,בדיקת שירות שגרתית עבור נועה ברק; לא נמצא מזהה משותף עם תרחישים אחרים.
FIN-0503,2026-05-21T16:23:00Z,התראה פיננסית,גבוהה,לא ידוע,L-203,תנועה מסחרית רגילה באזור מעבר נהר הירדן; אין קשר ידוע ל-OF-4482.
MAINT-0485,2026-05-21T16:24:00Z,יומן תחזוקה,גבוהה,קואופרטיב דלק העמק,L-204,פעילות אזרחית רגילה באזור צומת גולני; אין חריגה תפעולית.
MAINT-0510,2026-05-21T16:24:00Z,יומן תחזוקה,גבוהה,יחידת תיאום מכס חיפה,L-202,רישום מנהלי שגרתי עבור יחידת תיאום מכס חיפה; ללא דפוס המשך ברור.
MAINT-0429,2026-05-21T16:29:00Z,יומן תחזוקה,נמוכה,משרד סיוע מרחב,L-203,עדכון תפעולי רגיל של משרד סיוע מרחב; המסמכים תואמים.
MAINT-0528,2026-05-21T16:31:00Z,יומן תחזוקה,נמוכה,כרמל ציוד חקלאי,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
CAM-0508,2026-05-21T16:34:00Z,מצלמת דרך,גבוהה,מפעלי עמק הירדן,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
ACOU-0298,2026-05-21T16:38:00Z,חיישן אקוסטי,גבוהה,צפון משלוחים,L-204,עדכון תפעולי רגיל של צפון משלוחים; המסמכים תואמים.
CUST-0369,2026-05-21T16:43:00Z,רשומת מכס,נמוכה,יחידת תיאום מכס חיפה,L-202,רישום מנהלי שגרתי עבור יחידת תיאום מכס חיפה; ללא דפוס המשך ברור.
ACOU-0268,2026-05-21T16:50:00Z,חיישן אקוסטי,גבוהה,צפון משלוחים,L-209,עומס מקומי באזור מסוף דלק צמח; אין קשר ידוע לאירוע הגבול.
FIN-0302,2026-05-21T16:57:00Z,התראה פיננסית,בינונית,נועה ברק,L-208,פעילות אזרחית רגילה באזור משרד סיוע מרחב בחיפה; אין חריגה תפעולית.
PORT-0428,2026-05-21T17:02:00Z,רשומת נמל,נמוכה,אורי לוי,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
MOVE-0450,2026-05-21T17:09:00Z,חיישן תנועה,גבוהה,לא ידוע,L-205,עדכון תפעולי רגיל של לא ידוע; המסמכים תואמים.
MOVE-0546,2026-05-21T17:10:00Z,חיישן תנועה,נמוכה,צפון משלוחים,L-207,פעילות אזרחית רגילה באזור אזור התעשייה בית שאן; אין חריגה תפעולית.
ACOU-0354,2026-05-21T17:15:00Z,חיישן אקוסטי,נמוכה,חברת אורנים,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
MOVE-0375,2026-05-21T17:15:00Z,חיישן תנועה,נמוכה,משרד סיוע מרחב,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
FIN-0459,2026-05-21T17:18:00Z,התראה פיננסית,גבוהה,משרד סיוע מרחב,L-201,עומס מקומי באזור נמל חיפה; אין קשר ידוע לאירוע הגבול.
CAM-0411,2026-05-21T17:19:00Z,מצלמת דרך,בינונית,גליל הובלות,L-205,תנועה מסחרית רגילה באזור שוק נצרת; אין קשר ידוע ל-OF-4482.
MAINT-0325,2026-05-21T17:33:00Z,יומן תחזוקה,בינונית,משרד סיוע מרחב,L-203,בדיקת שירות שגרתית עבור משרד סיוע מרחב; לא נמצא מזהה משותף עם תרחישים אחרים.
MAINT-0290,2026-05-21T17:35:00Z,יומן תחזוקה,נמוכה,כרמל ציוד חקלאי,L-209,עומס מקומי באזור מסוף דלק צמח; אין קשר ידוע לאירוע הגבול.
PORT-0444,2026-05-21T17:50:00Z,רשומת נמל,בינונית,כרמל ציוד חקלאי,L-202,תנועה מסחרית רגילה באזור מתחם מחסנים קישון; אין קשר ידוע ל-OF-4482.
SOC-0337,2026-05-21T17:50:00Z,רשתות חברתיות,גבוהה,א. לוי,L-209,רישום מנהלי שגרתי עבור א. לוי; ללא דפוס המשך ברור.
MOVE-0465,2026-05-21T17:51:00Z,חיישן תנועה,גבוהה,מפעלי עמק הירדן,L-209,פעילות אזרחית רגילה באזור מסוף דלק צמח; אין חריגה תפעולית.
PORT-0349,2026-05-21T17:55:00Z,רשומת נמל,נמוכה,צפון משלוחים,L-202,עדכון תפעולי רגיל של צפון משלוחים; המסמכים תואמים.
MAINT-0397,2026-05-21T17:59:00Z,יומן תחזוקה,נמוכה,אורי לוי,L-202,תנועה מסחרית רגילה באזור מתחם מחסנים קישון; אין קשר ידוע ל-OF-4482.
ACOU-0292,2026-05-21T18:18:00Z,חיישן אקוסטי,בינונית,גליל הובלות,L-209,עדכון תפעולי רגיל של גליל הובלות; המסמכים תואמים.
CUST-0331,2026-05-21T18:28:00Z,רשומת מכס,גבוהה,מפעלי עמק הירדן,L-201,רישום מנהלי שגרתי עבור מפעלי עמק הירדן; ללא דפוס המשך ברור.
MOVE-0302,2026-05-21T18:30:00Z,חיישן תנועה,בינונית,קואופרטיב דלק העמק,L-201,בדיקת שירות שגרתית עבור קואופרטיב דלק העמק; לא נמצא מזהה משותף עם תרחישים אחרים.
FIN-0355,2026-05-21T18:48:00Z,התראה פיננסית,בינונית,נועה ברק,L-202,פעילות אזרחית רגילה באזור מתחם מחסנים קישון; אין חריגה תפעולית.
CUST-0280,2026-05-21T18:55:00Z,רשומת מכס,בינונית,יחידת תיאום מכס חיפה,L-204,תנועה מסחרית רגילה באזור צומת גולני; אין קשר ידוע ל-OF-4482.
MAINT-0492,2026-05-21T18:55:00Z,יומן תחזוקה,נמוכה,כרמל ציוד חקלאי,L-201,רישום מנהלי שגרתי עבור כרמל ציוד חקלאי; ללא דפוס המשך ברור.
TEL-0285,2026-05-21T18:56:00Z,מטא-דאטה טלפוני,גבוהה,אורי לוי,L-208,רישום מנהלי שגרתי עבור אורי לוי; ללא דפוס המשך ברור.
CAM-0378,2026-05-21T18:59:00Z,מצלמת דרך,בינונית,אורי לוי,L-207,רישום מנהלי שגרתי עבור אורי לוי; ללא דפוס המשך ברור.
SOC-0534,2026-05-21T19:03:00Z,רשתות חברתיות,גבוהה,משרד סיוע מרחב,L-202,עדכון תפעולי רגיל של משרד סיוע מרחב; המסמכים תואמים.
MOVE-0402,2026-05-21T19:07:00Z,חיישן תנועה,בינונית,צפון משלוחים,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
PORT-0350,2026-05-21T19:08:00Z,רשומת נמל,בינונית,קואופרטיב דלק העמק,L-202,רישום מנהלי שגרתי עבור קואופרטיב דלק העמק; ללא דפוס המשך ברור.
PORT-0531,2026-05-21T19:08:00Z,רשומת נמל,נמוכה,קואופרטיב דלק העמק,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
MOVE-0412,2026-05-21T19:16:00Z,חיישן תנועה,בינונית,צפון משלוחים,L-201,בדיקת שירות שגרתית עבור צפון משלוחים; לא נמצא מזהה משותף עם תרחישים אחרים.
MOVE-0557,2026-05-21T19:22:00Z,חיישן תנועה,בינונית,צפון משלוחים,L-204,פעילות אזרחית רגילה באזור צומת גולני; אין חריגה תפעולית.
PORT-0467,2026-05-21T19:31:00Z,רשומת נמל,בינונית,משרד סיוע מרחב,L-208,בדיקת שירות שגרתית עבור משרד סיוע מרחב; לא נמצא מזהה משותף עם תרחישים אחרים.
ACOU-0301,2026-05-21T19:40:00Z,חיישן אקוסטי,נמוכה,חברת אורנים,L-208,עדכון תפעולי רגיל של חברת אורנים; המסמכים תואמים.
TEL-0384,2026-05-21T19:40:00Z,מטא-דאטה טלפוני,נמוכה,חברת אורנים,L-202,דיווח רקע על פעילות יומית באזור מתחם מחסנים קישון; ללא חריגה.
ACOU-0260,2026-05-21T19:45:00Z,חיישן אקוסטי,בינונית,קואופרטיב דלק העמק,L-202,פעילות אזרחית רגילה באזור מתחם מחסנים קישון; אין חריגה תפעולית.
MOVE-0457,2026-05-21T19:45:00Z,חיישן תנועה,נמוכה,גליל הובלות,L-201,תנועה מסחרית רגילה באזור נמל חיפה; אין קשר ידוע ל-OF-4482.
TEL-0400,2026-05-21T20:02:00Z,מטא-דאטה טלפוני,בינונית,חברת אורנים,L-203,בדיקת שירות שגרתית עבור חברת אורנים; לא נמצא מזהה משותף עם תרחישים אחרים.
TEL-0367,2026-05-21T20:05:00Z,מטא-דאטה טלפוני,נמוכה,גליל הובלות,L-202,דיווח רקע על פעילות יומית באזור מתחם מחסנים קישון; ללא חריגה.
ACOU-0370,2026-05-21T20:06:00Z,חיישן אקוסטי,בינונית,אורי לוי,L-204,עומס מקומי באזור צומת גולני; אין קשר ידוע לאירוע הגבול.
CAM-0553,2026-05-21T20:25:00Z,מצלמת דרך,בינונית,כרמל ציוד חקלאי,L-203,דיווח רקע על פעילות יומית באזור מעבר נהר הירדן; ללא חריגה.
CUST-0504,2026-05-21T20:30:00Z,רשומת מכס,נמוכה,אורי לוי,L-205,עומס מקומי באזור שוק נצרת; אין קשר ידוע לאירוע הגבול.
CAM-0558,2026-05-21T20:35:00Z,מצלמת דרך,בינונית,משרד סיוע מרחב,L-201,בדיקת שירות שגרתית עבור משרד סיוע מרחב; לא נמצא מזהה משותף עם תרחישים אחרים.
MAINT-0414,2026-05-21T20:38:00Z,יומן תחזוקה,בינונית,לא ידוע,L-207,עומס מקומי באזור אזור התעשייה בית שאן; אין קשר ידוע לאירוע הגבול.
PORT-0427,2026-05-21T20:45:00Z,רשומת נמל,גבוהה,משרד סיוע מרחב,L-204,פעילות אזרחית רגילה באזור צומת גולני; אין חריגה תפעולית.
ACOU-0267,2026-05-21T20:47:00Z,חיישן אקוסטי,בינונית,צפון משלוחים,L-208,עדכון תפעולי רגיל של צפון משלוחים; המסמכים תואמים.
CAM-0528,2026-05-21T20:47:00Z,מצלמת דרך,בינונית,מפעלי עמק הירדן,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
TEL-0284,2026-05-21T20:51:00Z,מטא-דאטה טלפוני,גבוהה,מפעלי עמק הירדן,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
MOVE-0374,2026-05-21T20:55:00Z,חיישן תנועה,גבוהה,יחידת תיאום מכס חיפה,L-201,רישום מנהלי שגרתי עבור יחידת תיאום מכס חיפה; ללא דפוס המשך ברור.
FIN-0469,2026-05-21T20:57:00Z,התראה פיננסית,נמוכה,נועה ברק,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
MAINT-0371,2026-05-21T21:09:00Z,יומן תחזוקה,גבוהה,לא ידוע,L-209,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
MOVE-0361,2026-05-21T21:14:00Z,חיישן תנועה,בינונית,כרמל ציוד חקלאי,L-202,רישום מנהלי שגרתי עבור כרמל ציוד חקלאי; ללא דפוס המשך ברור.
FIN-0441,2026-05-21T21:20:00Z,התראה פיננסית,גבוהה,כרמל ציוד חקלאי,L-203,פעילות אזרחית רגילה באזור מעבר נהר הירדן; אין חריגה תפעולית.
MOVE-0382,2026-05-21T21:25:00Z,חיישן תנועה,גבוהה,יחידת תיאום מכס חיפה,L-202,עומס מקומי באזור מתחם מחסנים קישון; אין קשר ידוע לאירוע הגבול.
TEL-0413,2026-05-21T21:34:00Z,מטא-דאטה טלפוני,גבוהה,משרד סיוע מרחב,L-204,דיווח רקע על פעילות יומית באזור צומת גולני; ללא חריגה.
TEL-0421,2026-05-21T21:46:00Z,מטא-דאטה טלפוני,גבוהה,לא ידוע,L-206,עדכון תפעולי רגיל של לא ידוע; המסמכים תואמים.
CUST-0402,2026-05-21T21:49:00Z,רשומת מכס,נמוכה,צפון משלוחים,L-204,עומס מקומי באזור צומת גולני; אין קשר ידוע לאירוע הגבול.
PORT-0429,2026-05-21T21:55:00Z,רשומת נמל,בינונית,לא ידוע,L-202,דיווח רקע על פעילות יומית באזור מתחם מחסנים קישון; ללא חריגה.
FIN-0392,2026-05-21T21:56:00Z,התראה פיננסית,גבוהה,נועה ברק,L-208,דיווח רקע על פעילות יומית באזור משרד סיוע מרחב בחיפה; ללא חריגה.
PORT-0358,2026-05-21T21:56:00Z,רשומת נמל,בינונית,צפון משלוחים,L-201,עומס מקומי באזור נמל חיפה; אין קשר ידוע לאירוע הגבול.
TEL-0484,2026-05-21T21:56:00Z,מטא-דאטה טלפוני,נמוכה,נועה ברק,L-205,תנועה מסחרית רגילה באזור שוק נצרת; אין קשר ידוע ל-OF-4482.
TEL-0306,2026-05-21T22:09:00Z,מטא-דאטה טלפוני,בינונית,קואופרטיב דלק העמק,L-203,עומס מקומי באזור מעבר נהר הירדן; אין קשר ידוע לאירוע הגבול.
FIN-0396,2026-05-21T22:12:00Z,התראה פיננסית,נמוכה,חברת אורנים,L-202,תנועה מסחרית רגילה באזור מתחם מחסנים קישון; אין קשר ידוע ל-OF-4482.
